entity:sample_id	hg19_RRBS_bai	hg19_RRBS_bam	hg19_hybrid_capture_bai	hg19_hybrid_capture_bam	hg19_raindance_bai	hg19_raindance_bam	hg19_targeted_bai	hg19_targeted_bam	hg38_rna_bai	hg38_rna_bam	hg38_wes_bai	hg38_wes_bam	hg38_wgs_bai	hg38_wgs_bam	mutect2_parquet_wes	mutect2_parquet_wgs	mutect2_vcf_wes	mutect2_vcf_wgs	participant	stripped_cell_line_name	wes_kit
ACH-000929	gs://cclebams/RRBS/G29750/NCI-H2110/v3/NCI-H2110.bai	gs://cclebams/RRBS/G29750/NCI-H2110/v3/NCI-H2110.bam	gs://cclebams/hybrid_capture/NCIH2110_LUNG.bai	gs://cclebams/hybrid_capture/NCIH2110_LUNG.bam	gs://cclebams/raindance/G16640/NCI-H2110/current/NCI-H2110.bai	gs://cclebams/raindance/G16640/NCI-H2110/current/NCI-H2110.bam	gs://cclebams/targeted/C1926/NCI-H2110/current/NCI-H2110.bai	gs://cclebams/targeted/C1926/NCI-H2110/current/NCI-H2110.bam	gs://cclebams/rnasq_hg38/CDS-mLKhjj.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-mLKhjj.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-AVAthC.hg38.bai	gs://cclebams/hg38_wes/CDS-AVAthC.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/0878cda9f0494b468b255367a362ac2b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/41a3641b4d154009b467d7af0847a953-0.parquet"",""gs://ccle-mutation/mutect2_parquet/41c4af0b72704386a5cb9179b0ca1a5b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/74bbb58a88474745ba35838091e6bf66-0.parquet"",""gs://ccle-mutation/mutect2_parquet/c17b7194185f4d818e9050ce93838597-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ff35e5c33f0a4de4bd13c1aef5d10a5c-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-AVAthC_fixed.vcf.gz		ACH-000929	NCIH2110	ICE
ACH-000930	gs://cclebams/RRBS/G29750/HCC1569/v1/HCC1569.bai	gs://cclebams/RRBS/G29750/HCC1569/v1/HCC1569.bam	gs://cclebams/hybrid_capture/HCC1569_BREAST.bai	gs://cclebams/hybrid_capture/HCC1569_BREAST.bam					gs://cclebams/rnasq_hg38/CDS-h96opB.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-h96opB.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-jBuyoZ.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-jBuyoZ.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/027fa83bf62f43bc8289be3b36969c87-0.parquet"",""gs://ccle-mutation/mutect2_parquet/19ae938722b245f3a728b2d61b208af4-0.parquet"",""gs://ccle-mutation/mutect2_parquet/28f247683edd4a8288f5a67b22cf4aaa-0.parquet"",""gs://ccle-mutation/mutect2_parquet/2b2f902b284447f9935e20bddb14a178-0.parquet"",""gs://ccle-mutation/mutect2_parquet/38b5fd39380940e8a7f005b715d3abb3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/448c8bc01a804ea5870c0840102d98f7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/55f9514ef9334a178498fa274ff930ed-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5dc5d88c3e774158b75c40c4740ba095-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b5982695340e49b285253ceba26d13eb-0.parquet"",""gs://ccle-mutation/mutect2_parquet/c4059adc4e324883917f8834d6658989-0.parquet"",""gs://ccle-mutation/mutect2_parquet/cc1051002524455e8c0a62162bbe61e5-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-jBuyoZ_fixed.vcf.gz	ACH-000930	HCC1569	
ACH-000931	gs://cclebams/RRBS/G29750/HMCB/v1/HMCB.bai	gs://cclebams/RRBS/G29750/HMCB/v1/HMCB.bam							gs://cclebams/rnasq_hg38/CDS-bmH4HU.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-bmH4HU.Aligned.sortedByCoord.out.bam									ACH-000931	HMCB	
ACH-000932	gs://cclebams/RRBS/G29750/SNU-1/v1/SNU-1.bai	gs://cclebams/RRBS/G29750/SNU-1/v1/SNU-1.bam	gs://cclebams/hybrid_capture/SNU1_STOMACH.bai	gs://cclebams/hybrid_capture/SNU1_STOMACH.bam	gs://cclebams/raindance/G16640/SNU-1/current/SNU-1.bai	gs://cclebams/raindance/G16640/SNU-1/current/SNU-1.bam			gs://cclebams/rnasq_hg38/CDS-bLkch5.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-bLkch5.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-WiJdsP.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-WiJdsP.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/32ffd13a501b4acf91dea4d5dbccaede-0.parquet"",""gs://ccle-mutation/mutect2_parquet/44049eb49c7743428c1b3eb29ab1710c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/4c7c65533e354886ac2a4c4ceeb8ede6-0.parquet"",""gs://ccle-mutation/mutect2_parquet/88078269ebf1422b9bca77c0b91c25f5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/9dfe3f0bfd094a77ac039ed26e2b8c24-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a0334de708d948bbb9fb7034ea170a41-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b360a277ddea4225b065f2299453f437-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b8ef3942f2a4437396541200c733e28d-0.parquet"",""gs://ccle-mutation/mutect2_parquet/c4e53171285f40389309691a823a3538-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ce425e20de9c461e8096e8c2bcf64d8b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/fecc9fcfa0fa40f386755b3070ddb06d-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-WiJdsP_fixed.vcf.gz	ACH-000932	SNU1	
ACH-000933	gs://cclebams/RRBS/G29750/SNU-324/v2/SNU-324.bai	gs://cclebams/RRBS/G29750/SNU-324/v2/SNU-324.bam	gs://cclebams/hybrid_capture/SNU324_PANCREAS.bai	gs://cclebams/hybrid_capture/SNU324_PANCREAS.bam	gs://cclebams/raindance/G16640/SNU-324/current/SNU-324.bai	gs://cclebams/raindance/G16640/SNU-324/current/SNU-324.bam			gs://cclebams/rnasq_hg38/CDS-xJYXSa.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-xJYXSa.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-5E5RUj.hg38.bai	gs://cclebams/hg38_wes/CDS-5E5RUj.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/f1cb7d94ab174bee934035514033eefd-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-5E5RUj_fixed.vcf.gz		ACH-000933	SNU324	AGILENT
ACH-000934	gs://cclebams/RRBS/G29750/MDA-MB-361/v1/MDA-MB-361.bai	gs://cclebams/RRBS/G29750/MDA-MB-361/v1/MDA-MB-361.bam	gs://cclebams/hybrid_capture/MDAMB361_BREAST.bai	gs://cclebams/hybrid_capture/MDAMB361_BREAST.bam	gs://cclebams/raindance/G16640/MDA-MB-361/current/MDA-MB-361.bai	gs://cclebams/raindance/G16640/MDA-MB-361/current/MDA-MB-361.bam			gs://cclebams/rnasq_hg38/CDS-z3He2M.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-z3He2M.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-lQokdY.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-lQokdY.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/09df51c7a081430382f0c5688726dedb-0.parquet"",""gs://ccle-mutation/mutect2_parquet/182e56e4a9434f57ae306846c4237fec-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3366ff1fb85d485b8a0559b044a07425-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3915f3b862e54210ad68fd94d6e2ddca-0.parquet"",""gs://ccle-mutation/mutect2_parquet/39f0c3f7929e41a795b6a07f97bec4f5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/6c439cd88bec49aaa2b8a6e9827eaa3c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/99d3b0e13ce84008bb88c7d723bd4f0c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b7774d8c00484d6a82a97a256205df05-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d95e8f5f2fc94d7285588f8c392170df-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f32980881d23432a90029966b1c8b2d9-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-lQokdY_fixed.vcf.gz	ACH-000934	MDAMB361	
ACH-000935	gs://cclebams/RRBS/G29750/MDST8/v2/MDST8.bai	gs://cclebams/RRBS/G29750/MDST8/v2/MDST8.bam	gs://cclebams/hybrid_capture/MDST8_LARGE_INTESTINE.bai	gs://cclebams/hybrid_capture/MDST8_LARGE_INTESTINE.bam	gs://cclebams/raindance/G16640/MDST8/current/MDST8.bai	gs://cclebams/raindance/G16640/MDST8/current/MDST8.bam	gs://cclebams/targeted/C1926/MDST8/current/MDST8.bai	gs://cclebams/targeted/C1926/MDST8/current/MDST8.bam	gs://cclebams/rnasq_hg38/CDS-WQOTPP.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-WQOTPP.Aligned.sortedByCoord.out.bam									ACH-000935	MDST8	
ACH-000936	gs://cclebams/RRBS/G29750/EFO-27/v3/EFO-27.bai	gs://cclebams/RRBS/G29750/EFO-27/v3/EFO-27.bam	gs://cclebams/hybrid_capture/EFO27_OVARY.bai	gs://cclebams/hybrid_capture/EFO27_OVARY.bam					gs://cclebams/rnasq_hg38/CDS-Q7rlOh.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-Q7rlOh.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-jgcDAj.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-jgcDAj.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/02d390f798a74d0da989b9cefe2fe9fc-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3fb18878cff94074be6aa7a9ba0fc96d-0.parquet"",""gs://ccle-mutation/mutect2_parquet/47b139ff7c0a4671865ba7dc0c923b76-0.parquet"",""gs://ccle-mutation/mutect2_parquet/503085184afd45498561ae7e25168191-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a74ec94cc750468da67205a60d79b9e7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/af4bea0b5ec2426cb88160b2d9f49ca2-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b5828fa6e0694cbcaf0575df9902363b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/bade8b41d7624c5f91ae069e69f2c962-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d8ac5ade1cae4084b1d733f8d1a7678f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e145e9a1452d4e8ea041348ba837b195-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f6208d1b899748afbc10a47ea35f1706-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-jgcDAj_fixed.vcf.gz	ACH-000936	EFO27	
ACH-000937	gs://cclebams/RRBS/G29750/PF-382/v1/PF-382.bai	gs://cclebams/RRBS/G29750/PF-382/v1/PF-382.bam	gs://cclebams/hybrid_capture/PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/PF-382/current/PF-382.bai	gs://cclebams/raindance/G16640/PF-382/current/PF-382.bam			gs://cclebams/rnasq_hg38/CDS-G9yIn7.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-G9yIn7.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-qFn6kl.hg38.bai	gs://cclebams/hg38_wes/CDS-qFn6kl.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/0add51dfd80b42cd8932549490c7bab7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/0b9f9ca82fe246eeb90c90d2b91981e7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/2b44df67bce5477b85b3271a58c6c5fd-0.parquet"",""gs://ccle-mutation/mutect2_parquet/59c8174e291c4fde88c63f9a7775ae25-0.parquet"",""gs://ccle-mutation/mutect2_parquet/78ca4083aab84e8491f921f4e692308d-0.parquet"",""gs://ccle-mutation/mutect2_parquet/8f9146d4612f470d96c7e683688a083a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/cd132ff7fe0f4765b7775e9c459d1f45-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-qFn6kl_fixed.vcf.gz		ACH-000937	PF382	ICE
ACH-000938	gs://cclebams/RRBS/G29750/NALM-6/v1/NALM-6.bai	gs://cclebams/RRBS/G29750/NALM-6/v1/NALM-6.bam	gs://cclebams/hybrid_capture/NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/NALM-6/current/NALM-6.bai	gs://cclebams/raindance/G16640/NALM-6/current/NALM-6.bam			gs://cclebams/rnasq_hg38/CDS-ng0wY9.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-ng0wY9.Aligned.sortedByCoord.out.bam									ACH-000938	NALM6	
ACH-000939	gs://cclebams/RRBS/G29750/SK-UT-1/v2/SK-UT-1.bai	gs://cclebams/RRBS/G29750/SK-UT-1/v2/SK-UT-1.bam	gs://cclebams/hybrid_capture/SKUT1_SOFT_TISSUE.bai	gs://cclebams/hybrid_capture/SKUT1_SOFT_TISSUE.bam	gs://cclebams/raindance/G16640/SK-UT-1/current/SK-UT-1.bai	gs://cclebams/raindance/G16640/SK-UT-1/current/SK-UT-1.bam			gs://cclebams/rnasq_hg38/CDS-nhPoRW.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-nhPoRW.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-D4t0yb.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-D4t0yb.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/089bffe4ca454cb5aca309c96226b9ff-0.parquet"",""gs://ccle-mutation/mutect2_parquet/1eae77a7e0064e51b7c33f9fecd78e6f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3b6e2469b9094dd394c73c5085e30d0e-0.parquet"",""gs://ccle-mutation/mutect2_parquet/50d6c954fb474487becbf494e2a70711-0.parquet"",""gs://ccle-mutation/mutect2_parquet/52f81e0b219046a9836db62bbc374343-0.parquet"",""gs://ccle-mutation/mutect2_parquet/730678fdd69149d69c774f5a3f8d62b0-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b1be9edd974a4500819ff5b81c69884a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b6f0b147c57e490fbd1a71f7ab9a359c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/bd45f17ad2794a9db7b45c87dd6ccd74-0.parquet"",""gs://ccle-mutation/mutect2_parquet/bf6d3b702e3240acb4344bf21d1e51f1-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d4286bc76e4d4c878df3a1e0548ddd8f-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-D4t0yb_fixed.vcf.gz	ACH-000939	SKUT1	
ACH-000940	gs://cclebams/RRBS/G29750/AN3_CA/v4/AN3_CA.bai	gs://cclebams/RRBS/G29750/AN3_CA/v4/AN3_CA.bam	gs://cclebams/hybrid_capture/AN3CA_ENDOMETRIUM.bai	gs://cclebams/hybrid_capture/AN3CA_ENDOMETRIUM.bam	gs://cclebams/raindance/G16640/AN3_CA/current/AN3_CA.bai	gs://cclebams/raindance/G16640/AN3_CA/current/AN3_CA.bam			gs://cclebams/rnasq_hg38/CDS-lnoRdf.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-lnoRdf.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-H06sEb.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-H06sEb.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/13a395a03e2d4b169202067ee0112b3b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/274e904c548f431b98502c2c0c864e5a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/306151b0daac402e84fd4b28a35370b7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/4096cac7b89446b1bfbb75f564f31cc8-0.parquet"",""gs://ccle-mutation/mutect2_parquet/477f1c42739c4d47aac8a358323473b3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5099a7417b8a48d3bf4463ec36ee8c02-0.parquet"",""gs://ccle-mutation/mutect2_parquet/722f924767754e9fa6f89bd106955343-0.parquet"",""gs://ccle-mutation/mutect2_parquet/bed290e41328427da9e58e00f508d96d-0.parquet"",""gs://ccle-mutation/mutect2_parquet/bf732d6ff4604a66a9502e89b5fe142f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ccf0cf92eb6c4d91bb94414acf5f5fe3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f68533be1f0d48328c810935d52c32db-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-H06sEb_fixed.vcf.gz	ACH-000940	AN3CA	
ACH-000941	gs://cclebams/RRBS/G29750/HEC-1-B/v2/HEC-1-B.bai	gs://cclebams/RRBS/G29750/HEC-1-B/v2/HEC-1-B.bam	gs://cclebams/hybrid_capture/HEC1B_ENDOMETRIUM.bai	gs://cclebams/hybrid_capture/HEC1B_ENDOMETRIUM.bam	gs://cclebams/raindance/G16640/HEC-1-B/current/HEC-1-B.bai	gs://cclebams/raindance/G16640/HEC-1-B/current/HEC-1-B.bam			gs://cclebams/rnasq_hg38/CDS-3DwETM.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-3DwETM.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-cqP17c.hg38.bai	gs://cclebams/hg38_wes/CDS-cqP17c.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/541fcdaa94374bfb8a5c70e52a2b5df6-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-cqP17c_fixed.vcf.gz		ACH-000941	HEC1B	ICE
ACH-000942	gs://cclebams/RRBS/G29750/HPB-ALL/v2/HPB-ALL.bai	gs://cclebams/RRBS/G29750/HPB-ALL/v2/HPB-ALL.bam	gs://cclebams/hybrid_capture/HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/HPB-ALL/current/HPB-ALL.bai	gs://cclebams/raindance/G16640/HPB-ALL/current/HPB-ALL.bam			gs://cclebams/rnasq_hg38/CDS-VangJZ.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-VangJZ.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-yvZM8J.hg38.bai	gs://cclebams/hg38_wes/CDS-yvZM8J.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/7e2a664811ee424e9af5b575d0a14f12-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-yvZM8J_fixed.vcf.gz		ACH-000942	HPBALL	AGILENT
ACH-000943	gs://cclebams/RRBS/G29750/RKO/v2/RKO.bai	gs://cclebams/RRBS/G29750/RKO/v2/RKO.bam	gs://cclebams/hybrid_capture/RKO_LARGE_INTESTINE.bai	gs://cclebams/hybrid_capture/RKO_LARGE_INTESTINE.bam	gs://cclebams/raindance/G16640/RKO/current/RKO.bai	gs://cclebams/raindance/G16640/RKO/current/RKO.bam			gs://cclebams/rnasq_hg38/CDS-BMw9jT.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-BMw9jT.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-0sdrSB.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-0sdrSB.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/0d08a9a2134a4cf3bd1772bdd5ebf7ac-0.parquet"",""gs://ccle-mutation/mutect2_parquet/0fdf493dff9940e8aeb5fa10e3afb849-0.parquet"",""gs://ccle-mutation/mutect2_parquet/1ec1641b6a1946ab94e5c4602b9a93c5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/2006b472557f4688a93decbad8867c85-0.parquet"",""gs://ccle-mutation/mutect2_parquet/23700f4326514f958418cd96fe491b63-0.parquet"",""gs://ccle-mutation/mutect2_parquet/237d46add489416caf2553b08d6f72b7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/2f1f04b36fbd4326b239c9ad79ba5875-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3933318502dc4a318e5636e15c26d019-0.parquet"",""gs://ccle-mutation/mutect2_parquet/526d55db258d473cb1e0a593282762b5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5863cdd347af48f2ab9b3e019fcbc681-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ad0163b9ddb749138c02919e2cba24d5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/cfdc545be4654fccbbf2e57ab38b8ef9-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d0835c0eb8c7446aa37d40b90c7ea85f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e18c3e6f89934afd836112d5003fa824-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e51eae5ba42c405ba196c169dfc671e5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e6d9c5e5d63c4ebe8e26cacdf8d5c33c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f3bfcdc1ab2c42ea8d53a7950e4b1ab3-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-0sdrSB_fixed.vcf.gz	ACH-000943	RKO	
ACH-000944	gs://cclebams/RRBS/G29750/NAMALWA/v2/NAMALWA.bai	gs://cclebams/RRBS/G29750/NAMALWA/v2/NAMALWA.bam	gs://cclebams/hybrid_capture/NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam					gs://cclebams/rnasq_hg38/CDS-FDb1OX.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-FDb1OX.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-8q8IVB.hg38.bai	gs://cclebams/hg38_wes/CDS-8q8IVB.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/82d1d58e6ecc41a79d2cb18e2907e36f-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-8q8IVB_fixed.vcf.gz		ACH-000944	NAMALWA	AGILENT
ACH-000945	gs://cclebams/RRBS/G29750/NCI-H650/v2/NCI-H650.bai	gs://cclebams/RRBS/G29750/NCI-H650/v2/NCI-H650.bam	gs://cclebams/hybrid_capture/NCIH650_LUNG.bai	gs://cclebams/hybrid_capture/NCIH650_LUNG.bam	gs://cclebams/raindance/G16640/NCI-H650/current/NCI-H650.bai	gs://cclebams/raindance/G16640/NCI-H650/current/NCI-H650.bam			gs://cclebams/rnasq_hg38/CDS-BDKhU5.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-BDKhU5.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-e0vZsR.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-e0vZsR.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/12faa5f0fa0b4359b727f1c503e54988-0.parquet"",""gs://ccle-mutation/mutect2_parquet/2195035d70be45ffa31c7eb7c20a7367-0.parquet"",""gs://ccle-mutation/mutect2_parquet/225fb72198b9437ea220d8137778347f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3524ed289ab74c7c968d2cc170717609-0.parquet"",""gs://ccle-mutation/mutect2_parquet/44674866396c41f596e0ab04df23a04d-0.parquet"",""gs://ccle-mutation/mutect2_parquet/8fbeaf01e5594e29a42ae305724f9503-0.parquet"",""gs://ccle-mutation/mutect2_parquet/aa0504ef625347b1abad1bca7da250ee-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b9837753ba4b4f748da6afeacc6f87bd-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d622a3af4d954cf1a6871948f3a8a6a1-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-e0vZsR_fixed.vcf.gz	ACH-000945	NCIH650	
ACH-000946	gs://cclebams/RRBS/G29750/HEC-265/v3/HEC-265.bai	gs://cclebams/RRBS/G29750/HEC-265/v3/HEC-265.bam	gs://cclebams/hybrid_capture/HEC265_ENDOMETRIUM.bai	gs://cclebams/hybrid_capture/HEC265_ENDOMETRIUM.bam	gs://cclebams/raindance/G16640/HEC-265/current/HEC-265.bai	gs://cclebams/raindance/G16640/HEC-265/current/HEC-265.bam			gs://cclebams/rnasq_hg38/CDS-52LdEq.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-52LdEq.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-PvRIhF.hg38.bai	gs://cclebams/hg38_wes/CDS-PvRIhF.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/ae8b530f720c4bfc892ed87fcc81cdc2-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-PvRIhF_fixed.vcf.gz		ACH-000946	HEC265	AGILENT
